tag,model,mode,freq,size_mb,storage,network,num_iterations,wall_time_cycles,gpu_time_cycles,comm_time_cycles,overlap_cycles,baseline_wall_time_cycles,overhead_pct,astra_returncode,sim_seconds,trace_key,workload
main,bert,checkfreq_like,30,3000,nvme_std,network_8_balanced,200,20302888807,1835161607,18467727200,0,18467880800,9.93621,0,14.99,bert_checkfreq_like_n30_sz3000MB_nvme_std_200iter_7cafa12c7b,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,30,3000,nvme_std,network_8_balanced,200,27642920800,9175193600,18467727200,0,18467880800,49.68107,0,18.02,bert_sync_n30_sz3000MB_nvme_std_200iter_bed2a08569,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,30,3500,nvme_std,network_8_balanced,200,20608725807,2140998607,18467727200,0,18467880800,11.59226,0,20.14,bert_checkfreq_like_n30_sz3500MB_nvme_std_200iter_91d45fe4e0,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,30,3500,nvme_std,network_8_balanced,200,29172098800,10704371600,18467727200,0,18467880800,57.96127,0,16.11,bert_sync_n30_sz3500MB_nvme_std_200iter_ce621a76a0,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,30,4000,nvme_std,network_8_balanced,200,20914555807,2446828607,18467727200,0,18467880800,13.24827,0,18.9,bert_checkfreq_like_n30_sz4000MB_nvme_std_200iter_dabf650dc1,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,30,4000,nvme_std,network_8_balanced,200,30701262800,12233535600,18467727200,0,18467880800,66.2414,0,18.35,bert_sync_n30_sz4000MB_nvme_std_200iter_03e18548ee,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,30,4500,nvme_std,network_8_balanced,200,21220392807,2752665607,18467727200,0,18467880800,14.90432,0,17.59,bert_checkfreq_like_n30_sz4500MB_nvme_std_200iter_17f2f0d311,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,30,4500,nvme_std,network_8_balanced,200,32230440800,13762713600,18467727200,0,18467880800,74.5216,0,19.07,bert_sync_n30_sz4500MB_nvme_std_200iter_103e73bf83,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,30,5000,nvme_std,network_8_balanced,200,21526229807,3058502607,18467727200,0,18467880800,16.56037,0,18.32,bert_checkfreq_like_n30_sz5000MB_nvme_std_200iter_6d9deedb35,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,30,5000,nvme_std,network_8_balanced,200,33759618800,15291891600,18467727200,0,18467880800,82.8018,0,16.7,bert_sync_n30_sz5000MB_nvme_std_200iter_e244ffc318,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
